Title: Title
Label: 1mM
6.5087049835671 -0.000243072509765625
7.50870498104234 -0.000243682861328125
8.50870497851759 -0.000241943359375
9.50870497599283 -0.00023858642578125
10.5087049734681 -0.000232269287109375
11.5087049709433 -0.000225982666015625
12.5087049684186 -0.000223052978515625
13.5087049658938 -0.00021923828125
14.508704963369 -0.00021630859375
15.5087049608443 -0.00021282958984375
16.5087049583195 -0.00020941162109375
17.5087049557948 -0.00020458984375
18.50870495327 -0.000200653076171875
19.5087049507453 -0.00019818115234375
20.5087049482205 -0.000195526123046875
21.5087049456957 -0.00019219970703125
22.508704943171 -0.0001878662109375
23.5087049406462 -0.00018426513671875
24.5087049381215 -0.000180511474609375
25.5087049355967 -0.000180389404296875
26.508704933072 -0.0001805419921875
27.5087049305472 -0.000179290771484375
28.5087049280224 -0.000177093505859375
29.5087049254977 -0.00017437744140625
30.5087049229729 -0.000175567626953125
31.5087049204482 -0.000172576904296875
32.5087049179234 -0.0001700439453125
33.5087049153987 -0.000166748046875
34.5087049128739 -0.000162017822265625
35.5087049103491 -0.000158172607421875
36.5087049078244 -0.000155914306640625
37.5087049052996 -0.00015289306640625
38.5087049027749 -0.000151611328125
39.5087049002501 -0.000149627685546875
40.5087048977254 -0.000146697998046875
41.5087048952006 -0.000143157958984375
42.5087048926758 -0.000140960693359375
43.5087048901511 -0.000139404296875
44.5087048876263 -0.00014105224609375
45.5087048851016 -0.00013787841796875
46.5087048825768 -0.0001346435546875
47.5087048800521 -0.000132965087890625
48.5087048775273 -0.000129119873046875
49.5087048750025 -0.00012786865234375
50.5087048724778 -0.0001248779296875
51.508704869953 -0.000123016357421875
52.5087048674283 -0.000121368408203125
53.5087048649035 -0.000118682861328125
54.5087048623788 -0.0001175537109375
55.508704859854 -0.0001158447265625
56.5087048573292 -0.000113922119140625
57.5087048548045 -0.0001129150390625
58.5087048522797 -0.0001123046875
59.508704849755 -0.00011224365234375
60.5087048472302 -0.00011102294921875
61.5087048447054 -0.000109771728515625
62.5087048421807 -0.000110076904296875
63.5087048396559 -0.000110748291015625
64.5087048371312 -0.000109344482421875
65.5087048346064 -0.000109710693359375
66.5087048320817 -0.000107940673828125
67.5087048295569 -0.000105804443359375
68.5087048270321 -0.000103790283203125
69.5087048245074 -0.0001044921875
70.5087048219826 -0.000101806640625
71.5087048194579 -0.000100982666015625
72.5087048169331 -9.9456787109375E-05
73.5087048144084 -9.906005859375E-05
74.5087048118836 -9.857177734375E-05
75.5087048093588 -9.6771240234375E-05
76.5087048068341 -9.710693359375E-05
77.5087048043093 -9.63134765625E-05
78.5087048017846 -9.527587890625E-05
79.5087047992598 -9.539794921875E-05
80.5087047967351 -9.46044921875E-05
81.5087047942103 -9.478759765625E-05
82.5087047916855 -9.3597412109375E-05
83.5087047891608 -9.3048095703125E-05
84.508704786636 -9.320068359375E-05
85.5087047841113 -9.3475341796875E-05
86.5087047815865 -9.1888427734375E-05
87.5087047790618 -9.1827392578125E-05
88.508704776537 -9.0972900390625E-05
